county,County.FIPS,id,abbr,state,perc_stud_debt,perc_stud_debt_nw,perc_stud_debt_wh,med_stud_debt,med_stud_debt_nw,med_stud_debt_wh,perc_stud_debt_collect_STUD,perc_stud_debt_collect_STUD_nw,perc_stud_debt_collect_STUD_wh,med_stud_debt_collect,med_stud_debt_collect_nw,med_stud_debt_collect_wh,med_mon_pmt,med_mon_pmt_nw,med_mon_pmt_wh,perc_no_bach,perc_no_bach_nw,perc_no_bach_wh,perc_pop_nw,avg_income,avg_income_nw,avg_income_wh
Columbia County,05027,05027,AR,Arkansas,.1628571,NULL,.1282051,17577,NULL,NULL,.2631579,n/a*,.2,NULL,NULL,NULL,NULL,NULL,NULL,.7942935,.9006155,.7304263,.4077097,53655,31539,68537
Conway County,05029,05029,AR,Arkansas,.1100629,NULL,.1079365,NULL,NULL,NULL,.0571429,n/a*,.0588235,NULL,NULL,NULL,NULL,NULL,NULL,.840392,.8847737,.8315244,.1835358,57701,43693,60718
Craighead County,05031,05031,AR,Arkansas,.2027708,NULL,.1837509,21241,NULL,19442,.1118012,n/a**,.1198347,NULL,NULL,NULL,149,NULL,149,.7197165,.7634305,.7102087,.2440262,62797,34426,69973
Crawford County,05033,05033,AR,Arkansas,.1318681,NULL,.1352459,14129,NULL,14129,.0530303,n/a**,.0530303,NULL,NULL,NULL,97,NULL,97,.8466929,.8579733,.8451106,.1542131,61329,44705,63658
Crittenden County,05035,05035,AR,Arkansas,.180432,.1718377,NULL,17026,19790,NULL,.1901409,.2361111,n/a*,NULL,NULL,NULL,140,NULL,NULL,.8196526,.8777015,.7580239,.5734805,55159,41851,71473
Cross County,05037,05037,AR,Arkansas,.155303,NULL,.16,NULL,NULL,NULL,.2439024,n/a**,.225,NULL,NULL,NULL,NULL,NULL,NULL,.8456914,.900436,.8284241,.2714437,61914,58197,63055
Dallas County,05039,05039,AR,Arkansas,.1195652,NULL,NULL,NULL,NULL,NULL,.0909091,n/a*,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8631359,.90131,.8337811,.4675727,44870,39665,49141
Desha County,05041,05041,AR,Arkansas,.1796407,NULL,NULL,NULL,NULL,NULL,.0333333,n/a*,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8757576,.9270257,.8241257,.544881,43560,31643,57073
Drew County,05043,05043,AR,Arkansas,.1505376,NULL,.1481481,NULL,NULL,NULL,.0714286,n/a*,.0833333,NULL,NULL,NULL,NULL,NULL,NULL,.7936562,.8361467,.7760492,.3332613,57827,47734,62472
Faulkner County,05045,05045,AR,Arkansas,.2267537,NULL,.2269972,17009,NULL,17099,.1151079,n/a**,.1165049,NULL,NULL,NULL,141,NULL,140,.6856267,.7032984,.6821674,.2007836,71385,55275,74213
Franklin County,05047,05047,AR,Arkansas,.1092437,NULL,.1092437,NULL,NULL,NULL,.1153846,n/a**,.1153846,NULL,NULL,NULL,NULL,NULL,NULL,.8821434,.9472097,.878363,.0790776,49603,36728,50259
Fulton County,05049,05049,AR,Arkansas,.0977011,NULL,.0982659,NULL,NULL,NULL,.1176471,n/a**,.1176471,NULL,NULL,NULL,NULL,NULL,NULL,.8818666,.9628378,.8790578,.047368,47478,49655,47428
Garland County,05051,05051,AR,Arkansas,.1329755,NULL,.1343558,17477,NULL,17429,.1659193,n/a**,.1506849,NULL,NULL,NULL,140,NULL,140,.7806188,.8653083,.7675301,.1819997,63690,38161,67720
Grant County,05053,05053,AR,Arkansas,.1546763,NULL,.1552346,NULL,NULL,NULL,.0930233,n/a*,.0930233,NULL,NULL,NULL,NULL,NULL,NULL,.8169521,.7856094,.818759,.0726529,66845,80717,65994
Greene County,05055,05055,AR,Arkansas,.1415797,NULL,.1424242,17489,NULL,17167,.1157895,n/a**,.106383,NULL,NULL,NULL,150,NULL,148,.8406329,.9096672,.8375699,.0658629,58805,41633,59691
Hempstead County,05057,05057,AR,Arkansas,.1213873,NULL,NULL,NULL,NULL,NULL,.1190476,n/a*,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8486449,.9131622,.808812,.4512672,52426,39637,60604
Hot Spring County,05059,05059,AR,Arkansas,.119469,NULL,.1197339,17243,NULL,17243,.037037,n/a**,.037037,NULL,NULL,NULL,NULL,NULL,NULL,.852924,.8978466,.8444412,.174105,54707,43491,56819
Howard County,05061,05061,AR,Arkansas,.079646,NULL,.0631579,NULL,NULL,NULL,.0555556,n/a**,.0833333,NULL,NULL,NULL,NULL,NULL,NULL,.8525034,.9170696,.8244053,.3537232,59294,44747,65855
Independence County,05063,05063,AR,Arkansas,.1387097,NULL,.1393443,14823,NULL,14829,.1395349,n/a**,.1294118,NULL,NULL,NULL,121,NULL,121,.8109817,.8794622,.8045577,.1102941,59214,42449,60806
Izard County,05065,05065,AR,Arkansas,.0972973,NULL,.0972973,NULL,NULL,NULL,.1666667,n/a**,.1666667,NULL,NULL,NULL,NULL,NULL,NULL,.8620383,.909427,.8593636,.0678516,50944,39425,51249
Jackson County,05067,05067,AR,Arkansas,.1434108,NULL,.1417323,NULL,NULL,NULL,.0540541,n/a**,.0555556,NULL,NULL,NULL,NULL,NULL,NULL,.8982391,.9561688,.883761,.2303628,52085,32875,57021
Jefferson County,05069,05069,AR,Arkansas,.2005703,.2274053,.1359517,18616,20212,NULL,.1611374,.1666667,.1333333,NULL,NULL,NULL,129,124,NULL,.818668,.8127757,.8263009,.613912,53235,41185,72314
Johnson County,05071,05071,AR,Arkansas,.11875,NULL,.11875,NULL,NULL,NULL,.131579,n/a**,.131579,NULL,NULL,NULL,NULL,NULL,NULL,.8417612,.9564888,.8210505,.2020463,49280,37569,51087
Lafayette County,05073,05073,AR,Arkansas,.0916667,NULL,NULL,NULL,NULL,NULL,.2727273,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8350412,.8941942,.8002553,.4107014,59077,31079,77161
Lawrence County,05075,05075,AR,Arkansas,.1195652,NULL,.1163636,NULL,NULL,NULL,.1515151,n/a**,.15625,NULL,NULL,NULL,NULL,NULL,NULL,.8495921,.8442623,.8497708,.0452937,50287,43689,50487
Lee County,05077,05077,AR,Arkansas,.173913,.1956522,NULL,NULL,NULL,NULL,.4,.3888889,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.9105511,.9397238,.8741722,.5908704,41798,30627,59927
Lincoln County,05079,05079,AR,Arkansas,.1230769,NULL,.0884956,NULL,NULL,NULL,.125,n/a*,.1,NULL,NULL,NULL,NULL,NULL,NULL,.9114619,.9462687,.8917716,.3567725,54584,37660,61264
Little River County,05081,05081,AR,Arkansas,.0609137,NULL,.0609137,NULL,NULL,NULL,.0833333,n/a**,.0833333,NULL,NULL,NULL,NULL,NULL,NULL,.885906,.9191686,.8750377,.2693887,59113,46166,63948
Logan County,05083,05083,AR,Arkansas,.1108108,NULL,.1108108,NULL,NULL,NULL,.0731707,n/a**,.0731707,NULL,NULL,NULL,NULL,NULL,NULL,.8792122,.9606035,.8723208,.0935791,52645,47182,53162
Lonoke County,05085,05085,AR,Arkansas,.1801471,NULL,.1798493,15817,NULL,15812,.1785714,n/a**,.1832461,NULL,NULL,NULL,152,NULL,152,.8384624,.8283011,.8400536,.1469378,70716,55379,73082
Madison County,05087,05087,AR,Arkansas,.0797872,NULL,.0797872,NULL,NULL,NULL,.2,n/a**,.2,NULL,NULL,NULL,NULL,NULL,NULL,.8754078,1,.8650108,.104317,61519,33616,63533
Marion County,05089,05089,AR,Arkansas,.0818505,NULL,.0818505,NULL,NULL,NULL,.173913,n/a**,.173913,NULL,NULL,NULL,NULL,NULL,NULL,.8275807,.8869936,.8252565,.0566371,45432,28015,46336
Miller County,05091,05091,AR,Arkansas,.1170213,NULL,.1184615,13484,NULL,13484,.1168831,n/a*,.1168831,NULL,NULL,NULL,136,NULL,136,.8341569,.8971372,.8107185,.3101076,56997,37923,65290
Mississippi County,05093,05093,AR,Arkansas,.1150592,NULL,.1276596,15575,NULL,NULL,.1470588,n/a**,.0555556,NULL,NULL,NULL,NULL,NULL,NULL,.872066,.9104702,.8503131,.4150499,52080,40168,59643
Monroe County,05095,05095,AR,Arkansas,.0840336,NULL,NULL,NULL,NULL,NULL,.1,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8948914,.9090034,.8852243,.4581321,47475,36629,56418
Montgomery County,05097,05097,AR,Arkansas,.0708661,NULL,.0708661,NULL,NULL,NULL,.1111111,n/a**,.1111111,NULL,NULL,NULL,NULL,NULL,NULL,.8923673,.8241309,.8977327,.0964083,51753,31818,53022
Nevada County,05099,05099,AR,Arkansas,.0865385,NULL,NULL,NULL,NULL,NULL,.2222222,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8461021,.9234642,.8073626,.3691943,45112,32933,51757
Newton County,05101,05101,AR,Arkansas,.1171171,NULL,.1214953,NULL,NULL,NULL,.0769231,n/a*,.0769231,NULL,NULL,NULL,NULL,NULL,NULL,.8381351,.628,.8477268,.0593782,47959,44903,48132
Ouachita County,05103,05103,AR,Arkansas,.1219512,NULL,.0416667,NULL,NULL,NULL,.1555555,n/a**,.6666666,NULL,NULL,NULL,NULL,NULL,NULL,.8402129,.8719386,.8185751,.4473575,49607,34665,61512
Perry County,05105,05105,AR,Arkansas,.1324503,NULL,.1324503,NULL,NULL,NULL,.1,n/a**,.1,NULL,NULL,NULL,NULL,NULL,NULL,.8812292,.8677884,.8820505,.0783763,56931,61458,56652
Phillips County,05107,05107,AR,Arkansas,.1578947,.1755319,NULL,NULL,NULL,NULL,.1794872,.1818182,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8598752,.8974673,.8046046,.6540402,44626,32817,64016
Pike County,05109,05109,AR,Arkansas,.0958904,NULL,.0958904,NULL,NULL,NULL,.0714286,n/a**,.0714286,NULL,NULL,NULL,NULL,NULL,NULL,.8530887,.9345912,.8435334,.1249075,52727,40897,53713
Poinsett County,05111,05111,AR,Arkansas,.1233244,NULL,.1236559,NULL,NULL,NULL,.1956522,n/a**,.1956522,NULL,NULL,NULL,NULL,NULL,NULL,.8993322,.933414,.8954939,.1292924,47721,33216,49578
Polk County,05113,05113,AR,Arkansas,.0856164,NULL,.0856164,NULL,NULL,NULL,.16,n/a**,.16,NULL,NULL,NULL,NULL,NULL,NULL,.8672529,.9363191,.859465,.122948,48496,39715,49503
Pope County,05115,05115,AR,Arkansas,.1507389,NULL,.1513623,23244,NULL,23622,.124183,n/a**,.1266667,NULL,NULL,NULL,163,NULL,166,.7804703,.918936,.7620572,.1563227,57914,41489,60013
Prairie County,05117,05117,AR,Arkansas,.0833333,NULL,.0747664,NULL,NULL,NULL,.2222222,n/a**,.25,NULL,NULL,NULL,NULL,NULL,NULL,.8487943,.9395109,.8352262,.1511402,52656,33538,55683
Pulaski County,05119,05119,AR,Arkansas,.2277403,.2459016,.2207264,23535,23118,25929,.1340861,.1888889,.0950355,11873,12973,10549,157,148,178,.6630076,.8076502,.5569491,.4813028,78950,52432,99780
Randolph County,05121,05121,AR,Arkansas,.1363636,NULL,.1363636,NULL,NULL,NULL,.0833333,n/a**,.0833333,NULL,NULL,NULL,NULL,NULL,NULL,.8598794,.9032815,.8577295,.0548202,50329,43547,50531
St. Francis County,05123,05123,AR,Arkansas,.1149068,.1401869,.0843373,NULL,NULL,NULL,.1891892,.2,.1428571,NULL,NULL,NULL,NULL,NULL,NULL,.8938386,.9016442,.8840187,.5986917,45472,38512,54164
Saline County,05125,05125,AR,Arkansas,.1901675,NULL,.1890519,18574,NULL,18658,.0965909,n/a**,.0925373,NULL,NULL,NULL,124,NULL,126,.7278886,.7459,.7254058,.1610265,76913,83836,75937
Scott County,05127,05127,AR,Arkansas,.0945946,NULL,.0945946,NULL,NULL,NULL,.1428571,n/a**,.1428571,NULL,NULL,NULL,NULL,NULL,NULL,.9090909,.8229008,.9180719,.156675,44300,61699,42179
Searcy County,05129,05129,AR,Arkansas,.0943396,NULL,.0943396,NULL,NULL,NULL,.3,n/a**,.3,NULL,NULL,NULL,NULL,NULL,NULL,.874785,.9916434,.8670944,.0673987,48021,27005,49259
Sebastian County,05131,05131,AR,Arkansas,.1358974,.1189591,.1399878,15296,NULL,15877,.1207547,.15625,.1130435,NULL,NULL,NULL,115,NULL,115,.7829808,.91513,.737655,.3100045,65730,47003,71988
Sevier County,05133,05133,AR,Arkansas,.0704846,NULL,.0888889,NULL,NULL,NULL,.0625,n/a**,.125,NULL,NULL,NULL,NULL,NULL,NULL,.8848706,.9564246,.8488976,.4219159,57655,45447,62806
Sharp County,05135,05135,AR,Arkansas,.1269841,NULL,.1290323,NULL,NULL,NULL,.1875,n/a**,.1875,NULL,NULL,NULL,NULL,NULL,NULL,.8867359,.8685065,.8876941,.0630758,47567,45576,47646
Stone County,05137,05137,AR,Arkansas,.1240876,NULL,.1240876,NULL,NULL,NULL,.1176471,n/a**,.1176471,NULL,NULL,NULL,NULL,NULL,NULL,.8718733,.9169055,.8700886,.0520649,49251,51114,49182
Union County,05139,05139,AR,Arkansas,.1315396,NULL,.1314476,10686,NULL,8702,.1363636,n/a**,.1392405,NULL,NULL,NULL,116,NULL,124,.7917944,.9012398,.7324754,.3914729,59213,41896,68608
Van Buren County,05141,05141,AR,Arkansas,.1025641,NULL,.1025641,NULL,NULL,NULL,.3,n/a**,.3,NULL,NULL,NULL,NULL,NULL,NULL,.8590057,.8677419,.8585408,.0641932,50038,46902,50193
Washington County,05143,05143,AR,Arkansas,.1561828,NULL,.1752287,20668,NULL,23112,.0998279,n/a**,.0923695,13721,NULL,NULL,160,NULL,162,.6627299,.8260083,.6118681,.2944957,72794,52265,79014
White County,05145,05145,AR,Arkansas,.1478335,NULL,.1482789,15263,NULL,14872,.091954,n/a**,.0892857,NULL,NULL,NULL,135,NULL,134,.7696273,.8194517,.7655748,.1218642,62733,37849,65656
Woodruff County,05147,05147,AR,Arkansas,.0540541,NULL,0,NULL,NULL,NULL,.1666667,n/a*,n/a**,NULL,NULL,NULL,NULL,NULL,NULL,.8795002,.9142012,.8655787,.3061562,47914,31276,54686
Yell County,05149,05149,AR,Arkansas,.0903614,NULL,.0920245,NULL,NULL,NULL,.1,n/a**,.1,NULL,NULL,NULL,NULL,NULL,NULL,.8646114,.9053168,.8551008,.2451212,58585,47953,61010
Alameda County,06001,06001,CA,California,.1138597,.1073984,.1109155,20835,19492,25164,.0820847,.0949633,.0198413,13434,10706,NULL,176,160,228,.5170848,.5656011,.4244648,.6906326,134377,123067,152243
Alpine County,06003,06003,CA,California,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a**,NULL,NULL,NULL,NULL,NULL,NULL,.7002551,.9178572,.5793651,.408377,92738,68586,99447
Amador County,06005,06005,CA,California,.0830769,NULL,.0832049,16831,NULL,16831,.0555556,n/a**,.0555556,NULL,NULL,NULL,NULL,NULL,NULL,.7968496,.85958,.783015,.2132227,78014,76860,78173
Butte County,06007,06007,CA,California,.1204819,NULL,.1243094,17005,NULL,17407,.1128205,n/a**,.1027778,NULL,NULL,NULL,127,NULL,134,.7383266,.7890617,.7227653,.2855926,72948,64951,75121
Calaveras County,06009,06009,CA,California,.0921409,NULL,.0927247,17551,NULL,18314,.1029412,n/a**,.1076923,NULL,NULL,NULL,217,NULL,219,.812901,.9029559,.7963248,.1841494,79782,66965,81710
Colusa County,06011,06011,CA,California,.0886427,.0736842,NULL,NULL,NULL,NULL,.0625,0,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8457533,.9189259,.7505485,.6425643,82313,75071,90203
Contra Costa County,06013,06013,CA,California,.1082165,.1098134,.0997607,19412,17320,23439,.0889768,.1239035,.0524738,15492,12381,NULL,167,153,202,.5635245,.6498148,.4689222,.5701934,137621,118864,154192
Del Norte County,06015,06015,CA,California,.0973236,NULL,.0994318,NULL,NULL,NULL,.125,n/a**,.1142857,NULL,NULL,NULL,NULL,NULL,NULL,.8568709,.9021353,.8357601,.3738331,61652,69037,59396
El Dorado County,06017,06017,CA,California,.0988757,NULL,.1005897,17500,NULL,17670,.083612,n/a**,.0827586,NULL,NULL,NULL,177,NULL,185,.6408159,.6500627,.638732,.2239377,108803,110593,108431
Fresno County,06019,06019,CA,California,.1310838,.1200616,.1394072,13922,11888,17343,.1376147,.1576535,.0708661,7485,6303,NULL,115,94,183,.7822006,.838203,.679678,.7108809,72519,62973,87378
Glenn County,06021,06021,CA,California,.0917226,NULL,NULL,NULL,NULL,NULL,.1463415,n/a*,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8614148,.9251456,.8184874,.4799799,60614,51760,66016
Humboldt County,06023,06023,CA,California,.1413512,NULL,.1448763,14981,NULL,14721,.1118644,n/a*,.1149826,NULL,NULL,NULL,120,NULL,122,.7003142,.7660038,.6835774,.2614887,64549,56840,66474
Imperial County,06025,06025,CA,California,.0891347,.0918826,NULL,15777,15319,NULL,.0839416,.0827068,n/a*,NULL,NULL,NULL,136,136,NULL,.8590477,.8816398,.6957545,.8971055,60686,56788,80768
Inyo County,06027,06027,CA,California,.0782313,NULL,.0772727,NULL,NULL,NULL,.0869565,n/a**,.0588235,NULL,NULL,NULL,NULL,NULL,NULL,.7393537,.8931375,.6740183,.3702516,68448,53998,74136
Kern County,06029,06029,CA,California,.1269416,.1277238,.1159628,14694,12431,18648,.1217601,.1346352,.095679,8192,8408,NULL,117,100,156,.8383579,.8876989,.7645237,.6659533,71441,60526,86284
Kings County,06031,06031,CA,California,.1285102,.1237656,NULL,14251,12387,NULL,.1259259,.1329787,n/a**,NULL,NULL,NULL,114,103,NULL,.8527406,.9055973,.761143,.6848301,74030,64406,87521
Lake County,06033,06033,CA,California,.0588785,NULL,.059434,21679,NULL,21679,.2222222,n/a**,.2222222,NULL,NULL,NULL,NULL,NULL,NULL,.8158118,.9202607,.783268,.3031748,71170,46595,78253
Lassen County,06035,06035,CA,California,.0923913,NULL,.096,NULL,NULL,NULL,.1764706,n/a**,.0833333,NULL,NULL,NULL,NULL,NULL,NULL,.8795444,.956083,.8444705,.3417348,71097,66991,71517
Los Angeles County,06037,06037,CA,California,.1279071,.1241098,.1294569,18807,16590,24702,.0968465,.1135098,.054464,11749,11377,14912,153,133,203,.6746113,.7509749,.494971,.7407645,98977,81401,131406
Madera County,06039,06039,CA,California,.1127679,.1130995,.1004098,13858,11892,NULL,.1198347,.1392405,.122449,NULL,NULL,NULL,120,107,NULL,.8461685,.8812426,.7944537,.6667259,71817,63271,82615
Marin County,06041,06041,CA,California,.0857609,NULL,.0873061,22700,NULL,21958,.0461957,n/a*,.0427632,NULL,NULL,NULL,177,NULL,179,.3854589,.6149642,.3104067,.2888249,172907,145594,179321
Mariposa County,06043,06043,CA,California,.0677966,NULL,.0677966,NULL,NULL,NULL,.15,n/a**,.15,NULL,NULL,NULL,NULL,NULL,NULL,.7659419,.886402,.7406784,.1946978,64590,48162,67354
Mendocino County,06045,06045,CA,California,.0662116,NULL,.0613497,17536,NULL,17639,.1752577,n/a*,.18,NULL,NULL,NULL,145,NULL,NULL,.763395,.8498962,.7306535,.3532977,66691,57931,69396
Merced County,06047,06047,CA,California,.1075126,.1079843,.1092437,13338,13897,NULL,.1333333,.1333333,0,9916,NULL,NULL,122,123,NULL,.8535095,.9023696,.7568338,.7294597,76713,64041,98261
Modoc County,06049,06049,CA,California,.0617284,NULL,.056,NULL,NULL,NULL,0,n/a*,0,NULL,NULL,NULL,NULL,NULL,NULL,.8408386,.9088099,.8247855,.2210785,54126,37770,56355
Mono County,06051,06051,CA,California,.0792079,NULL,.0909091,NULL,NULL,NULL,.1875,n/a*,.3333333,NULL,NULL,NULL,NULL,NULL,NULL,.6936865,.8906498,.6275605,.3485255,80008,60713,85222
Monterey County,06053,06053,CA,California,.0981824,.0964386,.1055375,17339,15593,24573,.0758725,.0809129,.0493827,14179,NULL,NULL,150,134,199,.7515014,.8767653,.5350394,.704748,100358,77681,130018
Napa County,06055,06055,CA,California,.0989111,.1264368,.0597015,16908,NULL,NULL,.0458716,0,0,NULL,NULL,NULL,138,NULL,NULL,.6513574,.7670127,.5729463,.4821794,112978,97236,121741
Nevada County,06057,06057,CA,California,.0924073,NULL,.0933997,18819,NULL,20779,.089172,n/a*,.0866667,NULL,NULL,NULL,160,NULL,162,.6262483,.6627312,.6207418,.1507583,86835,88661,86593
Orange County,06059,06059,CA,California,.1117519,.1074776,.1111111,18402,16051,22567,.0759048,.0895121,.0611111,12795,12955,12393,164,140,184,.5896565,.667244,.4936733,.6009753,122301,104556,138999
Placer County,06061,06061,CA,California,.1228043,NULL,.1230313,18987,NULL,18962,.0759494,n/a*,.0760456,16608,NULL,16608,167,NULL,167,.5908693,.5785321,.594785,.2813284,111541,116492,110189
Plumas County,06063,06063,CA,California,.1060172,NULL,.1063218,NULL,NULL,NULL,.2162162,n/a**,.2162162,NULL,NULL,NULL,NULL,NULL,NULL,.7650728,.8,.7596316,.1672817,71648,63456,72915
Riverside County,06065,06065,CA,California,.1431618,.1416475,.0902527,17973,16534,21277,.113093,.1345068,.0909091,11129,10162,NULL,142,132,169,.7778429,.8284507,.7048389,.655467,89761,78125,103233
Sacramento County,06067,06067,CA,California,.1409976,.1452176,.1259213,18088,16260,19558,.1113716,.1222615,.1046077,9249,8603,13043,138,127,159,.6858271,.7315242,.6390305,.5592116,89707,78910,99090
San Benito County,06069,06069,CA,California,.0916256,.0963995,.0727273,13755,12039,NULL,.0752688,.0843373,0,NULL,NULL,NULL,99,90,NULL,.8033932,.8710604,.7080116,.6502625,101057,86313,117055
San Bernardino County,06071,06071,CA,California,.1458231,.14652,.1269399,17582,16658,24748,.1248757,.1300026,.1191223,9476,9861,NULL,139,131,176,.7857091,.8142177,.7276565,.7217433,82105,78511,88002
San Diego County,06073,06073,CA,California,.1283004,.1280622,.1241667,18739,15763,20665,.0836529,.1010383,.0687919,14100,11728,19165,155,130,170,.6163772,.7171639,.5159185,.5494212,106237,89741,119644
San Francisco County,06075,06075,CA,California,.1093954,.1038682,.1220686,20423,17864,21189,.0696361,.0813793,.0541872,12254,11851,NULL,181,151,208,.4017208,.545856,.2075097,.5997906,166893,131005,206163
San Joaquin County,06077,06077,CA,California,.1262884,.1314634,.1015228,15834,15254,14767,.1378601,.1400742,.125,12869,13905,NULL,122,120,138,.8205389,.8425059,.7833256,.689953,84697,75825,97013
San Luis Obispo County,06079,06079,CA,California,.1070061,NULL,.1125504,16731,NULL,16827,.0673684,n/a*,.0588235,NULL,NULL,NULL,152,NULL,154,.6528233,.7994754,.6016338,.3154572,96520,81128,100964
San Mateo County,06081,06081,CA,California,.0828425,.0901055,.064264,20336,19337,23003,.0570627,.0654045,.0405405,15270,NULL,NULL,186,178,199,.4741214,.5400048,.380075,.6164629,176077,155290,198520
Santa Barbara County,06083,06083,CA,California,.0941816,.0790531,.0983419,17322,12725,22263,.0717629,.0677966,.0581395,NULL,NULL,NULL,157,118,206,.6521231,.8314811,.4818808,.5614106,110655,82237,132466
Santa Clara County,06085,06085,CA,California,.079874,.0802287,.0644628,17470,16827,26574,.0761421,.0845411,.0598291,15110,11545,NULL,167,160,213,.4622436,.504167,.3821176,.6907502,170966,160321,187321
Santa Cruz County,06087,06087,CA,California,.1020662,.07539,.1150475,19171,12927,21686,.0634146,.0689655,.0571429,NULL,NULL,NULL,156,140,165,.5987177,.811435,.480059,.4337314,119608,81033,137122
Shasta County,06089,06089,CA,California,.1016315,NULL,.1024033,16715,NULL,16768,.1404682,n/a*,.1428571,NULL,NULL,NULL,141,NULL,144,.7778285,.821336,.7692887,.2080149,71942,60269,73955
Sierra County,06091,06091,CA,California,NULL,NULL,NULL,NULL,NULL,NULL,n/a*,n/a**,n/a*,NULL,NULL,NULL,NULL,NULL,NULL,.8128755,.9432315,.7986673,.1238908,67464,36396,71931
Siskiyou County,06093,06093,CA,California,.0859788,NULL,.0881543,23703,NULL,24646,.2307692,n/a**,.234375,NULL,NULL,NULL,NULL,NULL,NULL,.7746918,.8538697,.7566795,.233119,63208,64298,62975
Solano County,06095,06095,CA,California,.1249825,.122062,.1253968,18036,17184,23000,.0930493,.1225383,.0379747,15608,14958,NULL,145,145,145,.7232153,.7593001,.6732709,.6271355,102658,97011,109068
Sonoma County,06097,06097,CA,California,.0841404,.046729,.0843521,18507,NULL,17293,.0633093,.0666667,.0531401,NULL,NULL,NULL,150,NULL,167,.6387689,.8035815,.5661774,.3719471,108278,84337,117045
Stanislaus County,06099,06099,CA,California,.1187032,.1110388,.1229508,14092,11486,15252,.1228992,.1348974,.0909091,7595,NULL,NULL,119,94,120,.8337882,.8820155,.7815996,.589742,78370,70211,85720
Sutter County,06101,06101,CA,California,.0890365,.1147541,.1089109,12737,NULL,NULL,.1567164,.1428571,.3636364,NULL,NULL,NULL,109,NULL,NULL,.8081831,.8500333,.7670918,.5470059,81131,77201,83935
Tehama County,06103,06103,CA,California,.0855566,NULL,.0909091,13540,NULL,13540,.1935484,n/a**,.173913,NULL,NULL,NULL,115,NULL,NULL,.8451793,.8705043,.8367848,.3129724,58939,50270,61427
Trinity County,06105,06105,CA,California,.077381,NULL,.077381,NULL,NULL,NULL,.3846154,n/a**,.3846154,NULL,NULL,NULL,NULL,NULL,NULL,.8028296,.8247423,.7987877,.1753227,54856,65217,53356
Tulare County,06107,06107,CA,California,.124774,.1186912,.1,12536,12171,NULL,.1280193,.1225225,.0769231,7127,7127,NULL,102,99,NULL,.8408509,.9000252,.7316864,.7202556,71856,58573,94766
Tuolumne County,06109,06109,CA,California,.0801394,NULL,.0800478,20812,NULL,20812,.1304348,n/a**,.119403,NULL,NULL,NULL,141,NULL,NULL,.7996742,.887328,.7817671,.1959505,80361,74104,81302
Ventura County,06111,06111,CA,California,.1119084,.1011436,.1152327,18185,13812,21643,.0686529,.0829146,.0514286,11811,NULL,NULL,150,120,173,.6752267,.7798877,.5746132,.5508004,110437,97180,119896
Yolo County,06113,06113,CA,California,.1329702,.1146617,NULL,16298,13293,NULL,.0843373,.0819672,n/a*,NULL,NULL,NULL,158,NULL,NULL,.5798101,.7016152,.4753474,.5390276,94082,83773,102312
Yuba County,06115,06115,CA,California,.117893,NULL,.106383,14124,NULL,NULL,.1560284,n/a**,.15,NULL,NULL,NULL,117,NULL,NULL,.8345971,.853981,.8217732,.4581951,64235,57369,68325
Adams County,08001,08001,CO,Colorado,.1711971,.1418193,.1935681,19720,20774,18516,.1129771,.1291759,.0949367,15325,12552,14496,149,143,147,.7425848,.8456002,.6631321,.5057026,88163,73138,98191
